-1,-1,-1,-1,-1,-1.0
0,15,0,50,0,0.0
1,15,4,49,0,0.0
2,15,6,48,0,0.0
3,15,6,47,0,0.0
4,20,10,34,0,0.5
5,21,12,32,0,0.57
6,22,13,29,0,0.64
7,22,15,28,0,0.64
8,22,16,28,0,0.64
9,22,18,27,0,0.64
10,22,20,26,0,0.64
11,22,22,25,0,0.64
12,22,24,24,0,0.64
13,22,24,23,0,0.64
14,22,28,22,0,0.64
15,22,29,21,0,0.64
16,22,30,20,0,0.64
17,22,31,19,0,0.64
18,22,31,19,0,0.64
19,22,31,18,0,0.64
20,21,32,18,14,0.67
21,20,34,18,15,0.7
22,20,35,17,15,0.7
23,20,37,16,15,0.7
24,19,37,17,17,0.74
25,18,37,17,19,0.61
26,18,38,17,19,0.61
27,18,40,16,19,0.61
28,18,42,15,19,0.61
29,18,41,14,19,0.61
30,18,43,13,19,0.61
31,16,43,15,22,0.56
32,16,45,14,22,0.56
33,16,44,14,22,0.56
34,15,45,14,23,0.6
35,15,46,13,23,0.6
36,15,47,12,23,0.6
37,14,48,13,24,0.64
38,14,49,12,24,0.64
39,13,49,13,26,0.62
40,13,50,12,26,0.62
41,12,52,12,27,0.67
42,12,54,11,27,0.67
43,12,54,11,27,0.67
44,11,56,11,28,0.64
45,11,57,10,28,0.64
46,8,59,13,32,0.13
47,8,61,12,32,0.13
48,8,62,11,32,0.13
49,8,63,11,32,0.13
50,6,64,14,34,0.17
51,6,66,13,34,0.17
52,6,67,13,34,0.17
53,6,67,13,34,0.17
54,6,69,12,34,0.17
55,10,69,32,35,0.1
56,10,70,32,35,0.1
57,11,71,29,35,0.27
58,12,71,26,35,0.42
59,13,72,24,35,0.54
60,13,73,23,35,0.54
61,13,73,23,35,0.54
62,13,73,23,35,0.54
63,13,72,23,35,0.54
64,13,71,23,35,0.54
65,12,71,25,37,0.58
66,12,72,24,37,0.58
67,12,72,24,37,0.58
68,12,71,24,37,0.58
69,12,72,23,37,0.58
70,11,69,27,39,0.64
71,11,69,27,39,0.64
72,11,69,27,39,0.64
73,11,69,27,39,0.64
74,11,69,26,39,0.64
75,10,68,30,41,0.7
76,10,70,29,41,0.7
77,10,70,29,41,0.7
78,10,70,29,41,0.7
79,10,70,29,41,0.7
80,10,72,28,41,0.7
81,9,72,30,40,0.78
82,9,72,30,40,0.78
83,9,72,30,40,0.78
84,9,73,29,40,0.78
85,9,74,29,40,0.78
86,9,72,30,40,0.78
87,9,74,29,40,0.78
88,9,75,29,40,0.78
89,9,73,29,40,0.78
90,9,73,29,40,0.78
91,9,72,29,40,0.78
92,9,73,28,40,0.78
93,9,74,28,40,0.78
94,8,73,31,40,0.5
95,7,74,35,40,0.57
96,7,74,35,40,0.57
97,7,76,34,40,0.57
98,7,77,34,40,0.57
99,6,78,39,40,0.17
100,6,78,39,40,0.17
101,6,80,38,40,0.17
102,10,80,47,40,0.1
103,10,80,47,40,0.1
104,10,79,47,40,0.1
105,10,79,47,40,0.1
106,10,79,47,40,0.1
107,10,78,47,40,0.1
108,11,79,43,40,0.27
109,11,77,43,40,0.27
110,12,77,39,40,0.42
111,13,78,36,40,0.54
112,14,77,33,40,0.64
113,14,78,32,40,0.64
114,13,77,35,43,0.62
115,13,78,34,43,0.62
116,13,75,35,43,0.62
117,13,74,35,43,0.62
118,13,72,36,43,0.62
119,13,69,37,43,0.62
120,13,69,37,43,0.62
121,13,70,36,43,0.62
122,13,71,35,43,0.62
123,13,70,35,43,0.62
124,13,72,34,43,0.62
125,13,73,33,43,0.62
126,13,72,33,43,0.62
127,13,68,34,43,0.62
128,13,68,34,43,0.62
129,13,67,34,43,0.62
130,13,69,33,43,0.62
131,13,70,32,43,0.62
132,13,68,33,43,0.62
133,13,67,33,43,0.62
134,13,67,33,43,0.62
135,13,65,33,43,0.62
136,13,66,33,43,0.62
137,13,64,33,43,0.62
138,13,65,33,43,0.62
139,13,65,33,43,0.62
140,13,67,32,43,0.62
141,13,64,32,43,0.62
142,13,66,31,43,0.62
143,13,66,31,43,0.62
144,13,65,31,43,0.62
145,12,64,34,44,0.42
146,12,65,34,44,0.42
147,12,65,33,44,0.42
148,12,66,33,44,0.42
149,12,65,33,44,0.42
150,12,65,33,44,0.42
151,11,66,35,44,0.45
152,11,67,35,44,0.45
153,11,68,34,44,0.45
154,11,67,35,44,0.45
155,12,68,31,44,0.58
156,13,69,28,44,0.69
157,13,67,29,44,0.85
158,13,65,29,44,0.85
159,13,66,29,44,0.85
160,13,66,29,44,0.85
161,13,65,29,44,0.85
162,14,65,26,44,0.93
163,14,66,26,44,0.93
164,14,65,26,44,0.93
165,14,64,26,44,0.93
166,14,64,26,44,0.93
167,14,63,26,44,0.93
168,14,62,26,44,0.93
169,14,63,25,44,0.93
170,14,64,25,45,1.07
171,14,65,24,45,1.07
172,14,65,24,45,1.07
173,13,65,25,46,0.92
174,13,62,26,46,0.92
175,13,61,26,46,0.92
176,12,61,28,46,1.0
177,12,60,29,46,1.0
178,12,60,28,46,1.0
179,12,62,27,46,1.0
180,12,61,28,46,1.0
181,12,59,28,46,1.0
182,12,61,27,46,1.0
183,12,62,27,46,1.0
184,12,63,26,46,1.0
185,12,63,26,46,1.0
186,12,63,26,46,1.0
187,12,65,25,46,1.0
188,12,66,24,46,1.0
189,11,67,26,46,1.09
190,11,65,27,46,1.09
191,10,63,30,49,0.7
192,10,63,30,49,0.7
193,10,64,30,49,0.7
194,10,64,30,49,0.7
195,10,66,29,49,0.7
196,10,67,28,49,0.7
197,10,69,27,49,0.7
198,9,70,30,53,0.44
199,9,70,30,53,0.44
200,9,69,31,53,0.44
201,9,69,31,53,0.44
202,9,69,31,53,0.44
203,9,70,30,53,0.44
204,9,70,30,53,0.44
205,9,71,30,53,0.44
206,10,73,26,53,0.6
207,10,73,26,53,0.6
208,10,74,26,53,0.6
